conversation_id,customer_tweet_id,brand_tweet_id,timestamp,customer_message,brand_response,conversation_history,conversation_turns,is_multi_brand_candidate
737261,737263,737262,2017-10-11T12:22:00+00:00,"Dear @115858 &amp; @123765,
When is this gonna get fixed? Icon is shown this way on WATCH notifications after app drops supporting the watchOS. https://t.co/s1lUKU9ibO",@296333 Let's see what we can do to help with your Watch. DM us which OS you're running and we'll get started. https://t.co/GDrqU22YpT,"customer: Dear @115858 &amp; @123765,
When is this gonna get fixed? Icon is shown this way on WATCH notifications after app drops supporting the watchOS. https://t.co/s1lUKU9ibO",2,0
746367,746369,746368,2017-10-07T00:48:31+00:00,@AppleSupport since the latest update my phone battery doesn’t last an hour even after being charged can you please help,@298426 We'd like to help you get your iPhone back in working order. Send us a DM. https://t.co/GDrqU22YpT,customer: @AppleSupport since the latest update my phone battery doesn’t last an hour even after being charged can you please help,2,0
750007,750009,750008,2017-11-02T17:51:33+00:00,@TwitterSupport y’all live right down the block from @AppleSupport Why are we seeing boxes with ? inside... https://t.co/ygNzu12tdy,@299276 Let's look into this together. Reach out to us in a DM to begin. https://t.co/GDrqU22YpT,customer: @TwitterSupport y’all live right down the block from @AppleSupport Why are we seeing boxes with ? inside... https://t.co/ygNzu12tdy,2,0
753003,753005,753004,2017-10-11T14:41:00+00:00,Updated my phone to the new update and it sucks so bad that not even the bug fix update fixed my phone 😠 @115858 do better,@299966 We'd like to help. Send us a DM and let us know more details. Include the country you're in. https://t.co/GDrqU22YpT,customer: Updated my phone to the new update and it sucks so bad that not even the bug fix update fixed my phone 😠 @115858 do better,2,0
761903,761911,761910,2017-10-11T20:16:01+00:00,"@AppleSupport please fix the notifications delay, i hope you are working on it 😞",@302035 Issue with your Notifications? We can help. Tell us what device you're using and more details about the issue you're having.,"customer: @AppleSupport please fix the notifications delay, i hope you are working on it 😞",8,0
761903,761906,761904,2017-10-11T20:41:00+00:00,"@AppleSupport its iphone 6, been like this since i updated it to ios 11, there is a notifications delay, like when i open the app i recieve the massages.",@302035 Does this happen with every app that sends you notifications? Or is this an issue with only certain apps that you've noticed?,"customer: @AppleSupport please fix the notifications delay, i hope you are working on it 😞
brand: @302035 Issue with your Notifications? We can help. Tell us what device you're using and more details about the issue you're having.
customer: @AppleSupport its iphone 6, been like this since i updated it to ios 11, there is a notifications delay, like when i open the app i recieve the massages.",8,0
761903,761905,761907,2017-10-11T20:52:33+00:00,@AppleSupport The one app i’m 100% certain about having this issue is Whatsapp.,"@302035 What if you disable notifications for WhatsApp, then turn them back on? Our website here has more info: https://t.co/2txgOv5s2M","customer: @AppleSupport please fix the notifications delay, i hope you are working on it 😞
brand: @302035 Issue with your Notifications? We can help. Tell us what device you're using and more details about the issue you're having.
customer: @AppleSupport its iphone 6, been like this since i updated it to ios 11, there is a notifications delay, like when i open the app i recieve the massages.
brand: @302035 Does this happen with every app that sends you notifications? Or is this an issue with only certain apps that you've noticed?
customer: @AppleSupport The one app i’m 100% certain about having this issue is Whatsapp.",8,0
761903,761908,761909,2017-10-11T21:10:00+00:00,"@AppleSupport Okay i will try that, thanks for your response!",@302035 Happy to help you. Send us a DM if you notice any issues with your notifications at all: We're online every day from 5am-8pm PST. https://t.co/GDrqU22YpT,"customer: @AppleSupport please fix the notifications delay, i hope you are working on it 😞
brand: @302035 Issue with your Notifications? We can help. Tell us what device you're using and more details about the issue you're having.
customer: @AppleSupport its iphone 6, been like this since i updated it to ios 11, there is a notifications delay, like when i open the app i recieve the massages.
brand: @302035 Does this happen with every app that sends you notifications? Or is this an issue with only certain apps that you've noticed?
customer: @AppleSupport The one app i’m 100% certain about having this issue is Whatsapp.
brand: @302035 What if you disable notifications for WhatsApp, then turn them back on? Our website here has more info: https://t.co/2txgOv5s2M
customer: @AppleSupport Okay i will try that, thanks for your response!",8,0
763621,763623,763622,2017-10-11T21:26:35+00:00,Hey @AppleSupport @115858 @116333 is stripped wire covered by warranty I don’t want to get electrocuted just yet. https://t.co/E4bj0QudDJ,@204728 We want to help out. DM us which country you're in and we'll go from there. https://t.co/GDrqU22YpT,customer: Hey @AppleSupport @115858 @116333 is stripped wire covered by warranty I don’t want to get electrocuted just yet. https://t.co/E4bj0QudDJ,2,0
766943,766946,766944,2017-10-11T22:44:02+00:00,I regret updating to iOS 11. I’m running zero apps yet the phone is so hot I cant put it to my ear 😒 @115858,"@303297 We'd like to help. To start, please send us a DM with the country where you're located. https://t.co/GDrqU22YpT",customer: I regret updating to iOS 11. I’m running zero apps yet the phone is so hot I cant put it to my ear 😒 @115858,3,0
768335,768337,768336,2017-10-23T12:56:20+00:00,@AppleSupport I can't update apps on my Macbook Pro? All my credentials are correct and I can sign in on iCloud via Safari. Error attached. https://t.co/EK9pJTa4U0,@303503 We'd be happy to look into this with you.  Let us know in DM the version of macOS you're currently using. https://t.co/GDrqU22YpT,customer: @AppleSupport I can't update apps on my Macbook Pro? All my credentials are correct and I can sign in on iCloud via Safari. Error attached. https://t.co/EK9pJTa4U0,2,0
792148,792151,792149,2017-10-12T13:00:43+00:00,This new update is effectively slowing down my phone @AppleSupport #MissionAccomplished,@308888 We'd like to hear more about what's going on. Are you noticing this issue with any apps in particular?,customer: This new update is effectively slowing down my phone @AppleSupport #MissionAccomplished,4,0
792148,792150,792152,2017-10-14T21:23:29+00:00,"@AppleSupport Every app, function and feature that is ‘the phone’ is now slower, takes longer to load, is unresponsive, crashes or freezes.",@308888 Let's look closer. Here's a link to DM us. https://t.co/GDrqU22YpT,"customer: This new update is effectively slowing down my phone @AppleSupport #MissionAccomplished
brand: @308888 We'd like to hear more about what's going on. Are you noticing this issue with any apps in particular?
customer: @AppleSupport Every app, function and feature that is ‘the phone’ is now slower, takes longer to load, is unresponsive, crashes or freezes.",4,0
811631,811633,811632,2017-10-12T19:44:00+00:00,@115858 @AppleSupport I’m not gonna stop tagging you guys someone please help me with my phone,@313382 We'd be happy to help. Send us a DM with your device and iOS version to get started. https://t.co/GDrqU22YpT,customer: @115858 @AppleSupport I’m not gonna stop tagging you guys someone please help me with my phone,2,0
812205,812207,812206,2017-10-08T16:41:00+00:00,"Qué onda con este teléfono ?? Se volvió loco. Pone música cuando quiere, se abre Siri, cambia música sola. Etc...@AppleSupport #Iphone7Plus https://t.co/G57OvBodX5",@313539 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,"customer: Qué onda con este teléfono ?? Se volvió loco. Pone música cuando quiere, se abre Siri, cambia música sola. Etc...@AppleSupport #Iphone7Plus https://t.co/G57OvBodX5",2,0
817653,817655,817654,2017-10-12T21:13:00+00:00,@115858 why the hell does my brand new iMac freeze for 5 minutes forcing me to restart?!?! I don’t even watch porn! It’s frustrating af!,@314748 Let’s look into this together and find an answer. Does the computer seem to freeze when using a certain app or program?,customer: @115858 why the hell does my brand new iMac freeze for 5 minutes forcing me to restart?!?! I don’t even watch porn! It’s frustrating af!,2,0
818913,818916,818914,2017-10-12T21:35:25+00:00,Since I updated my phone I keep getting people’s texts like 2 or 3x in a row. What’s up @115858?,@315080 We can help with this. Do you share an Apple ID with anyone else?,customer: Since I updated my phone I keep getting people’s texts like 2 or 3x in a row. What’s up @115858?,7,0
818913,818915,818917,2017-10-12T21:48:00+00:00,@AppleSupport I don’t think so. I’m confident I don’t.,@315080 No worries. Are the repeat messages you're receiving standard texts or are they iMessages?,"customer: Since I updated my phone I keep getting people’s texts like 2 or 3x in a row. What’s up @115858?
brand: @315080 We can help with this. Do you share an Apple ID with anyone else?
customer: @AppleSupport I don’t think so. I’m confident I don’t.",7,0
818913,818919,818920,2017-10-12T22:04:32+00:00,@AppleSupport And iMessages.,@315080 Let's take a closer look together. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,"customer: Since I updated my phone I keep getting people’s texts like 2 or 3x in a row. What’s up @115858?
brand: @315080 We can help with this. Do you share an Apple ID with anyone else?
customer: @AppleSupport I don’t think so. I’m confident I don’t.
brand: @315080 No worries. Are the repeat messages you're receiving standard texts or are they iMessages?
customer: @AppleSupport Standard texts.
customer: @AppleSupport And iMessages.",7,0
